Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.,Artifacts
HTTP Request,1907036,0,0,1,1,2,0,208,0.00%,2445.3,236.3,0.59,"https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598982"
HTTP Request,1316752,0,1,1,1,2,0,83,0.00%,1688.4,163.1,0.68,"https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598991"
HTTP Request,1816294,0,0,1,1,2,0,34,0.00%,2328.9,225.0,0.59,"https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598992"
HTTP Request,2019121,0,0,1,1,1,0,34,0.00%,2589.0,250.2,0.56, "https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598993"
HTTP Request,2095335,0,0,1,1,2,0,437,0.00%,2686.8,259.6,0.72, "https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598994"
HTTP Request,1998697,0,0,1,1,2,0,32,0.00%,2562.8,247.6,0.67, "https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598995"
HTTP Request,1769407,0,0,1,1,2,0,209,0.00%,2268.8,219.2,0.71, "https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598983"
HTTP Request,1738782,0,0,1,1,2,0,21,0.00%,2229.5,215.4,0.61, "https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598984"
HTTP Request,1374251,0,1,1,1,3,0,34,0.00%,1762.1,170.3,0.69, "https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598985"
HTTP Request,1105908,0,1,1,1,2,0,418,0.00%,1418.0,137.0,0.83, "https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598986"
HTTP Request,2031988,0,0,1,1,2,0,209,0.00%,2605.5,251.8,0.62, "https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598987"
HTTP Request,1268805,0,1,1,1,2,0,209,0.00%,1626.9,157.2,0.65,"https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598988"
HTTP Request,1942598,0,0,1,1,2,0,1021,0.00%,2490.9,240.7,0.92, "https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598989"
HTTP Request,2309025,0,0,1,1,1,0,21,0.00%,2960.7,286.1,0.54, "https://github.com/xlight05/ballerina-performance-cloud/suites/4358083351/artifacts/114598990"
